Country,Region,Happiness_Rank,Happiness_Score,Economy_GDP,Family,Life_Expectancy,Freedom,Trust_in_Gov,Generosity,Dystopia_Residual,Year
Bosnia and Herzegovina,Central and Eastern Europe,63.0,5.813,9.59,0.87,68.098,0.706,0.931,0.113,2.583,2021
Moldova,Commonwealth of Independent States,64.0,5.766,9.454,0.857,65.699,0.822,0.918,-0.079,2.665,2021
Ecuador,Latin America and Caribbean,65.0,5.764,9.313,0.821,68.8,0.842,0.843,-0.124,2.653,2021
Kyrgyzstan,Commonwealth of Independent States,66.0,5.744,8.538,0.893,64.401,0.935,0.908,0.119,2.648,2021
Greece,Western Europe,67.0,5.723,10.279,0.823,72.6,0.582,0.823,-0.288,2.561,2021
Bolivia,Latin America and Caribbean,68.0,5.716,9.046,0.81,63.901,0.875,0.839,-0.077,2.805,2021
Mongolia,East Asia,69.0,5.677,9.4,0.935,62.5,0.708,0.856,0.116,2.492,2021
Paraguay,Latin America and Caribbean,70.0,5.653,9.448,0.893,65.9,0.876,0.882,0.028,2.306,2021
Montenegro,Central and Eastern Europe,71.0,5.581,9.94,0.858,68.699,0.708,0.812,-0.034,2.254,2021
Dominican Republic,Latin America and Caribbean,72.0,5.545,9.802,0.853,66.102,0.86,0.714,-0.133,2.178,2021
North Cyprus,Western Europe,73.0,5.536,10.576,0.82,73.898,0.795,0.626,0.012,1.653,2021
Belarus,Commonwealth of Independent States,74.0,5.534,9.853,0.91,66.253,0.65,0.627,-0.18,2.247,2021
Russia,Commonwealth of Independent States,75.0,5.477,10.189,0.903,64.703,0.718,0.845,-0.111,2.148,2021
Hong Kong S.A.R. of China,East Asia,76.0,5.477,11.0,0.836,76.82,0.717,0.403,0.067,1.236,2021
Tajikistan,Commonwealth of Independent States,77.0,5.466,8.091,0.86,64.281,0.832,0.553,-0.056,2.619,2021
Vietnam,Southeast Asia,78.0,5.411,8.973,0.85,68.034,0.94,0.796,-0.098,2.211,2021
Libya,Middle East and North Africa,79.0,5.41,9.622,0.827,62.3,0.771,0.667,-0.087,2.331,2021
Malaysia,Southeast Asia,80.0,5.384,10.238,0.817,67.102,0.895,0.839,0.125,1.784,2021
Indonesia,Southeast Asia,81.0,5.345,9.365,0.811,62.236,0.873,0.867,0.542,1.987,2021
Congo (Brazzaville),Sub-Saharan Africa,82.0,5.342,8.117,0.636,58.221,0.695,0.745,-0.068,3.476,2021
China,East Asia,83.0,5.339,9.673,0.811,69.593,0.904,0.755,-0.146,1.982,2021
Ivory Coast,Sub-Saharan Africa,84.0,5.306,8.551,0.644,50.114,0.741,0.794,-0.016,3.469,2021
Armenia,Commonwealth of Independent States,85.0,5.283,9.487,0.799,67.055,0.825,0.629,-0.168,2.127,2021
Nepal,South Asia,86.0,5.269,8.12,0.774,64.233,0.782,0.727,0.152,2.642,2021
Bulgaria,Central and Eastern Europe,87.0,5.266,10.016,0.931,67.0,0.788,0.932,-0.096,1.823,2021
Maldives,South Asia,88.0,5.198,9.826,0.913,70.6,0.854,0.825,0.024,1.52,2021
Azerbaijan,Commonwealth of Independent States,89.0,5.171,9.569,0.836,65.656,0.814,0.506,-0.223,1.919,2021
Cameroon,Sub-Saharan Africa,90.0,5.142,8.189,0.71,53.515,0.731,0.848,0.026,3.195,2021
Senegal,Sub-Saharan Africa,91.0,5.132,8.118,0.71,59.802,0.695,0.801,-0.046,3.071,2021
Albania,Central and Eastern Europe,92.0,5.117,9.52,0.697,68.999,0.785,0.901,-0.03,2.25,2021
North Macedonia,Central and Eastern Europe,93.0,5.101,9.693,0.805,65.474,0.751,0.905,0.038,2.042,2021
Ghana,Sub-Saharan Africa,94.0,5.088,8.58,0.727,57.586,0.807,0.848,0.123,2.684,2021
Niger,Sub-Saharan Africa,95.0,5.074,7.098,0.641,53.78,0.806,0.693,0.018,3.47,2021
Turkmenistan,Commonwealth of Independent States,96.0,5.066,9.629,0.983,62.409,0.877,0.888,0.273,1.409,2021
Gambia,Sub-Saharan Africa,97.0,5.051,7.686,0.69,55.16,0.697,0.746,0.424,2.99,2021
Benin,Sub-Saharan Africa,98.0,5.045,8.087,0.489,54.713,0.757,0.661,-0.034,3.482,2021
Laos,Southeast Asia,99.0,5.03,8.947,0.728,58.968,0.91,0.658,0.123,2.204,2021
Bangladesh,South Asia,100.0,5.025,8.454,0.693,64.8,0.877,0.682,-0.041,2.427,2021
Guinea,Sub-Saharan Africa,101.0,4.984,7.838,0.639,55.008,0.697,0.766,0.095,3.216,2021
South Africa,Sub-Saharan Africa,102.0,4.956,9.403,0.86,56.904,0.749,0.86,-0.067,2.187,2021
Turkey,Middle East and North Africa,103.0,4.948,10.24,0.822,67.199,0.576,0.776,-0.139,1.852,2021
Pakistan,South Asia,104.0,4.934,8.458,0.651,58.709,0.726,0.787,0.098,2.784,2021
Morocco,Middle East and North Africa,105.0,4.918,8.903,0.56,66.208,0.774,0.801,-0.236,2.749,2021
Venezuela,Latin America and Caribbean,106.0,4.892,9.073,0.861,66.7,0.615,0.827,-0.169,2.135,2021
Georgia,Commonwealth of Independent States,107.0,4.891,9.585,0.671,64.3,0.783,0.655,-0.238,2.191,2021
Algeria,Middle East and North Africa,108.0,4.887,9.342,0.802,66.005,0.48,0.752,-0.067,2.242,2021
Ukraine,Commonwealth of Independent States,109.0,4.875,9.436,0.888,64.902,0.724,0.924,-0.011,1.813,2021
Iraq,Middle East and North Africa,110.0,4.854,9.24,0.746,60.583,0.63,0.875,-0.053,2.429,2021
Gabon,Sub-Saharan Africa,111.0,4.852,9.603,0.776,59.962,0.731,0.84,-0.2,2.201,2021
Burkina Faso,Sub-Saharan Africa,112.0,4.834,7.678,0.672,54.151,0.695,0.748,-0.009,3.133,2021
Cambodia,Southeast Asia,113.0,4.83,8.36,0.765,62.0,0.959,0.843,0.034,2.148,2021
Mozambique,Sub-Saharan Africa,114.0,4.794,7.158,0.744,54.706,0.882,0.684,0.061,2.783,2021
Nigeria,Sub-Saharan Africa,115.0,4.759,8.533,0.74,50.102,0.737,0.878,0.037,2.736,2021
Mali,Sub-Saharan Africa,116.0,4.723,7.744,0.724,51.969,0.697,0.827,-0.036,3.016,2021
Iran,Middle East and North Africa,117.0,4.721,9.584,0.71,66.3,0.608,0.714,0.218,1.823,2021
Uganda,Sub-Saharan Africa,118.0,4.636,7.677,0.781,56.101,0.709,0.855,0.122,2.596,2021
Liberia,Sub-Saharan Africa,119.0,4.625,7.288,0.72,56.498,0.735,0.85,0.05,2.857,2021
Kenya,Sub-Saharan Africa,120.0,4.607,8.361,0.688,60.704,0.779,0.825,0.287,2.18,2021
Tunisia,Middle East and North Africa,121.0,4.596,9.266,0.691,67.201,0.656,0.87,-0.201,2.138,2021
Lebanon,Middle East and North Africa,122.0,4.584,9.626,0.848,67.355,0.525,0.898,-0.073,1.736,2021
Namibia,Sub-Saharan Africa,123.0,4.574,9.161,0.818,56.799,0.719,0.847,-0.149,2.068,2021
Palestinian Territories,Middle East and North Africa,124.0,4.517,8.485,0.826,62.25,0.653,0.821,-0.163,2.131,2021
Myanmar,Southeast Asia,125.0,4.426,8.541,0.779,59.302,0.876,0.66,0.509,1.407,2021
Jordan,Middle East and North Africa,126.0,4.395,9.182,0.767,67.0,0.755,0.705,-0.167,1.553,2021
Chad,Sub-Saharan Africa,127.0,4.355,7.364,0.619,48.478,0.579,0.807,0.041,3.209,2021
Sri Lanka,South Asia,128.0,4.325,9.47,0.827,67.299,0.841,0.863,0.079,1.075,2021
Swaziland,Sub-Saharan Africa,129.0,4.308,9.065,0.77,50.833,0.647,0.708,-0.185,2.155,2021
Comoros,Sub-Saharan Africa,130.0,4.289,8.031,0.626,57.349,0.548,0.781,0.082,2.61,2021
Egypt,Middle East and North Africa,131.0,4.283,9.367,0.75,61.998,0.749,0.795,-0.182,1.648,2021
Ethiopia,Sub-Saharan Africa,132.0,4.275,7.694,0.764,59.0,0.752,0.761,0.082,2.089,2021
Mauritania,Sub-Saharan Africa,133.0,4.227,8.542,0.795,57.161,0.561,0.731,-0.106,2.069,2021
Madagascar,Sub-Saharan Africa,134.0,4.208,7.396,0.686,59.305,0.552,0.803,-0.005,2.62,2021
Togo,Sub-Saharan Africa,135.0,4.107,7.362,0.569,54.914,0.619,0.772,0.032,2.806,2021
Zambia,Sub-Saharan Africa,136.0,4.073,8.145,0.708,55.809,0.782,0.823,0.061,1.975,2021
Sierra Leone,Sub-Saharan Africa,137.0,3.849,7.434,0.63,51.651,0.717,0.866,0.084,2.396,2021
India,South Asia,138.0,3.819,8.755,0.603,60.633,0.893,0.774,0.089,1.405,2021
Burundi,Sub-Saharan Africa,139.0,3.775,6.635,0.49,53.4,0.626,0.607,-0.024,2.876,2021
Yemen,Middle East and North Africa,140.0,3.658,7.578,0.832,57.122,0.602,0.8,-0.147,1.776,2021
Tanzania,Sub-Saharan Africa,141.0,3.623,7.876,0.702,57.999,0.833,0.577,0.183,1.263,2021
Haiti,Latin America and Caribbean,142.0,3.615,7.477,0.54,55.7,0.593,0.721,0.422,2.06,2021
Malawi,Sub-Saharan Africa,143.0,3.6,6.958,0.537,57.948,0.78,0.729,0.038,2.19,2021
Lesotho,Sub-Saharan Africa,144.0,3.512,7.926,0.787,48.7,0.715,0.915,-0.131,1.8,2021
Botswana,Sub-Saharan Africa,145.0,3.467,9.782,0.784,59.269,0.824,0.801,-0.246,0.648,2021
Rwanda,Sub-Saharan Africa,146.0,3.415,7.676,0.552,61.4,0.897,0.167,0.061,1.095,2021
Zimbabwe,Sub-Saharan Africa,147.0,3.145,7.943,0.75,56.201,0.677,0.821,-0.047,1.205,2021
Afghanistan,South Asia,148.0,2.523,7.695,0.463,52.493,0.382,0.924,-0.102,1.895,2021
